Domain,Having_@_symbol,Having_IP,Path,Prefix_suffix_separation,Protocol,Redirection_//_symbol,Sub_domains,URL_Length,age_domain,dns_record,domain_registration_length,http_tokens,label,statistical_report,tiny_url,web_traffic,nb_dots,nb_qm,nb_and,nb_eq,ratio_digits_url,punycode,domain_in_brand,brand_in_path,suspecious_tld
abuv.com.br,0,0,/cliente.conectado33/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
cover-acct09964.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.2,0,0,0,0
academica.pt,0,0,/U/mail.htm,0,http,0,0,0,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0
kalempong-fb01.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.07,0,1,0,0
dujanapublicschool.com,0,0,/b/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/index.html,0,http,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
abuv.com.br,0,0,/cliente.conectado1/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
paialowereasterncherokeenationsc.com,0,0,/aaaaa/login.htm,0,http,0,0,2,2,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
abuv.com.br,0,0,/1cliente.conectado.jw1/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
34.201.92.123,0,1,/indisponivel.php,0,http,0,1,0,1,1,1,0,1,0,0,1,3,0,0,0,1,0,0,0,0
149.56.144.216,0,1,/processa.php,0,http,0,1,0,1,1,1,0,1,0,0,1,3,0,0,0,1,0,0,0,0
jose200495fgts.com,0,0,/processa.php,0,http,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0.2,0,1,0,0
34.224.68.176,0,1,/principal.php,0,http,0,1,0,1,1,1,0,1,0,0,1,3,0,0,0,1,0,0,0,0
consultasaldossl.com,0,0,,0,http,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
meusaldos.com,0,0,,0,http,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
fgts-mobile.com,0,0,/processa.php,1,http,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0
fgts.mobi,0,0,/processa.php,0,http,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0
aolonlineservices.cba.pl,0,0,/chase.php,0,http,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
caixa.extratofgtsliberados2017.com,0,0,/consulta8647454/principal.php,0,http,0,2,2,0,0,1,0,1,1,0,1,3,0,0,0,0,0,1,0,0
webmailupgrade-001-site1.itempurl.com,0,0,/webmaster-secure/owa/confirm.php,1,http,0,2,1,0,0,1,0,1,1,0,2,3,0,0,0,0.1,0,0,0,0
scs-network.com,0,0,/umpi/dba.html,1,http,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0
shittyurl.org,0,0,/5q,0,http,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ronin.com.pk,0,0,/hnm/logintoyahoomail.htm,0,http,0,2,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
raik.hub-web.com,0,0,/proccesing-fbaccountss/login.php,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
provoliprints.gr,0,0,/001/update.html,0,http,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
service-info-dk.hol.es,0,0,/facebook-confirmation,1,http,0,0,0,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
www.goepsa.com,0,0,/Old%20Files/yahoo/IDCHECK.html,0,http,0,2,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
tinyurl.com,0,0,/kbvf6qz,0,http,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
dh16.co.vu,0,0,/css//,0,http,1,0,2,1,1,1,0,1,1,0,0,2,0,0,0,0.13,0,0,0,1
kontuit-fb01.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.07,0,1,0,0
hunmumu.com,0,0,/str/Ma/,0,http,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
ctrl4enviro.com,1,0,/wp-includes/SimplePie/Content/Type/Caption/Pelewura/onlineverifica@tion/Preview.htm,0,http,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
wwp-cartasi-titoari-portale-sicreuzza-2017.dynamic-dns.net,0,0,/gtwpage1e10/index-jsp.html,1,http,0,2,1,0,0,0,0,1,0,0,2,5,0,0,0,0.05,0,0,1,0
communitysicurezza.3mitalia.it,0,0,/iTunesConnecto.store/WebObjects/common/update.woa/app/registre/index.php,0,http,0,1,1,0,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0
kustomfloordesigns.com,0,0,/doc!/index.php,0,http,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
www.goepsa.com,0,0,/Old%20Files/opt/doneall.html,0,http,0,2,0,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
citydesignerweb.com,0,0,/mmm/rain.php,0,http,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
www.goepsa.com,0,0,/Old%20Files/yahoo/IDCHECK.html,0,http,0,2,0,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
tinyurl.com,0,0,/mt87qw3,0,http,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
stikliniekadarbnica.lv,0,0,/zrichieattnii/attiinnddeexx.php,0,http,0,0,2,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
caixa.consultafgtsinativoliberado2017.com,0,0,/consulta4023542/indisponivel.php,0,http,0,2,1,0,0,1,0,1,1,0,1,3,0,0,0,0.09,0,1,0,0
sicoob-card.com,0,0,/2017/,1,http,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0
bit.ly,0,0,/2pWteUy,0,http,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
bit.ly,0,0,/2qkCl2Y,0,http,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
communicatewithsh.com,0,0,/shellnor/mttkl3.com/2650/1survey/,0,http,0,0,2,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
unifr-ch.weebly.com,0,0,/,1,http,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0
formcrafts.com,0,0,/a/27508,0,https,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0
www.giftmorden.com,0,0,/a1/crypt/index.html,0,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
snspsladwa.org,0,0,/googledrive/GDocHistory/e5252c7fc60f2701c2555c99694aca59/,0,https,0,0,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0
outlookmaintenace.urest.org,0,0,/,0,http,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,1,0,0
viewerpdf.com,0,0,/098876665/verification.php,0,http,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
www.herbertundschnipsi.de,0,0,/fgts/indisponivel.php,0,http,0,2,2,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
servicossociaiscaixa.com.br,0,0,,0,http,0,0,0,1,0,1,0,1,1,0,1,3,0,0,0,0,0,1,0,0
karuniabinainsani-16.co.id,0,0,/wp-includes/dev24/home/confirm.php,1,http,0,2,2,1,1,1,0,1,1,0,1,3,0,0,0,0.05,0,0,0,0
violattions-notifications-seresa.esy.es,0,0,/confirmations/index.html,1,http,0,2,2,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
recover-acct5487.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.2,0,0,0,0
bit.ly,0,0,/2pgU0ne,0,http,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
skafs.ca,0,0,/Wealthsecuredhelp/ivxn/home/,0,http,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
scs-network.com,0,0,/kem/aba.html,1,http,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0
anuragjewellery.com,0,0,/upd_CH_as/2bc34fe40102b33bffca0b8a38f2b4e7/,0,https,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
nnconsultoria.com.br,0,0,/Atendimento.Pessoa.Fisica82/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
anuragjewellery.com,0,0,/upd_CH_as/index.php,0,https,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
safety-check-739210.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0.25,0,0,0,0
ellimanestate.executeart.in,0,0,/$%25%23&%25*/,0,http,0,0,0,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
bit.ly,0,0,/2qpbHFX,0,http,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
netibesanta.esy.es,0,0,/www/,0,http,0,0,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
netibesanta.esy.es,0,0,/,0,http,0,0,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
nnconsultoria.com.br,0,0,/Atendimento.Pessoa.Fisica13/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
fgts-inativados.com,0,0,/vXs3P4pta6/pages/inter/index.php,1,http,0,0,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0
it-maintenance.tripod.com,0,0,/,1,http,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0
consultacontasinativa.com,0,0,/gov/processa.php,0,http,0,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
extratoinativo.com,0,0,/inativos/,0,http,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
unimore.gr,0,0,/shay/work/page/zip/secure/12120521a7245f21cec4ea331e4498b7/,0,http,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
security-update-center.serverlux.me,0,0,/signin/,1,https,0,2,2,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0
webmupgrde060517.tripod.com,0,0,/,0,http,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0.13,0,0,0,0
www.neymo.org,0,0,/joomla/edu/zi.htm,0,http,0,2,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
nnconsultoria.com.br,0,0,/Atendimento.Pessoa.Fisica23/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
nnconsultoria.com.br,0,0,/Atendimento.Pessoa.Fisica26/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
loogin-recovery-account87.esy.es,0,0,/confirmation/,1,http,0,0,0,1,1,1,0,1,1,0,1,2,0,0,0,0.13,0,0,0,0
roadfitterapparel.com,0,0,/uploads/coco/zi.htm,0,http,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
hydracsa.com,0,0,/po/io/index.html,0,http,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
loogin-facebook-safety.esy.es,0,0,/confirmation/,1,http,0,0,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0
service-info-il.hol.es,0,0,/log1.php,1,http,0,2,0,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
service-info-il.hol.es,0,0,/facebook-confirmation,1,http,0,0,0,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
info-service-il.hol.es,0,0,/log1.php,1,http,0,2,0,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
info-service-il.hol.es,0,0,/facebook-security,1,http,0,0,0,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
kingsupteded.com,0,0,/squarespace/squar/KE11Y/,0,http,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
blueappleassociates.com,0,0,/Images/index_files/change/0.html,0,http,0,0,2,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
Summerseason.tavapirts.lv,0,0,/dpp/index.html,0,http,0,2,0,1,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0
sharkprojects.fruitfuldemo.com,0,0,/css/Yahoologin.htm,0,http,0,2,2,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
www.cavazosengineering.com,0,0,/cgi-bin./microsoft/,0,http,0,2,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
nnconsultoria.com.br,0,0,/Atendimento.Pessoa.Fisica9/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
acct-cover-0899812.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0.25,0,0,0,0
tumbuang-fb.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0
bank.barclays.co.uk.olb.auth.loginlink.action.loginlink.action.loginlink.action.loginlink.action.onandoffagain.com,0,0,/cloudit/,0,http,0,1,1,0,0,1,0,1,0,0,1,8,0,0,0,0,0,1,0,0
tehofilter.fi,0,0,/www.cartaobndes.gov.br/,0,http,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
nnconsultoria.com.br,0,0,/Atendimento.Pessoa.Fisica01/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
marcof.pro.br,0,0,/acesso.criptografado4/cliente.conectado1/pessoa.fisica.recadastrar/cadastrar.referencia/acesso.pendente.comunicacao/index.html,0,http,0,1,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
desearch.co.uk,0,0,/plugins/captcha/recaptcha/hmrc/revenue/,0,http,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
xn--https-servio-85-omb.jelastic.regruhosting.ru,0,0,/www.santander.com.br/br/Cadastramento/pessoa-fisica/santander-van-gogh/index1.php,1,http,0,1,1,0,0,1,1,1,0,0,2,3,0,0,0,0.03,1,0,0,0
www.lineyuy.cn,0,0,/,0,http,0,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
webmail-app-outlook-info.weebly.com,0,0,,1,http,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,1,0,0
indexdateprofile.890m.com,0,0,/match/info,0,http,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0.1,0,0,0,0
zdcp.org,1,0,/ali/feedback/login.alibaba.com/login.jsp.html,0,http,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
www.bsgodenderleeuw.be,0,0,/ikoi.php,0,http,0,2,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
sol-manager.fr,0,0,/raiffeisien/ebanking/login.php,1,http,0,0,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
www.wifibkk.com,0,0,/wp-content/themes/js/nab/,0,https,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
notice-payment.invoiceappconfirmation.com,0,0,/Login.php,1,http,0,2,1,0,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
sitesumo.com,0,0,/outlook-app/main.html,0,http,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
www.r129motoring.com,0,0,/SLWerks.com/wp-includes/js/tinymce/themes/modern/default/,0,http,0,2,1,0,0,1,0,1,0,0,2,2,0,0,0,0.08,0,0,0,0
novavidasamambaia.com.br,0,0,/admin/ckeditor/plugins/link/linkedin.com/,0,http,0,2,2,1,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
academica.pt,0,0,/U/mail.htm,0,http,0,0,1,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0
academica.pt,0,0,/U/mail.htm,0,http,0,0,1,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0
www.bestsearch.info,0,0,/,0,http,0,0,0,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
innovateapp.ru,0,0,/inj/1au/03.php,0,http,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
ovtoc.com,0,0,/wp-content/themes/Astra/images/webapps/mpp/home/,0,http,0,0,1,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
www.ellepimmobiliare.it,0,0,/www.santandernet.com.br-br/pessoa-fisica/santander-van-gogh/aplicativos/index1.php,0,http,0,1,1,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0
www.ellepimmobiliare.it,0,0,/www.santandernet.com.br-br/pessoa-fisica/santander-van-gogh/aplicativos/index1.php,0,http,0,1,1,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0
env-9019617.jelastic.regruhosting.ru,0,0,/libraries/legacy/access/system.php,1,http,0,1,1,0,0,1,0,1,0,0,2,3,0,0,0,0.15,0,0,0,0
ambrosiabanquethall.com,0,0,/mtdocss/index.php,0,http,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
depatmens-recons002.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.15,0,0,0,0
secure-notification-pagesfb-inc.com,0,0,/,1,https,0,0,0,1,1,1,0,1,1,0,1,4,0,0,0,0,0,1,0,0
gispi.in,0,0,/serv/update.account.online/,0,http,0,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
saedds4343354.esy.es,0,0,/,0,http,0,0,0,1,1,1,0,1,1,0,1,2,0,0,0,0.3,0,0,0,0
acct-recover7895345546.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0.35,0,0,0,0
www.ssmh.cz,0,0,/puvodni/alaba/aligranny.php,0,http,0,2,0,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
freshinktattoostudio.com.au,0,0,/wp-includes/opt.php,0,http,0,2,2,1,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
www.syscan-id.com,0,0,//tmp/install_4e01bd078ea7d/admin/views/Unibe.php,1,http,1,2,2,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
caixa.fgtsliberado2017.com,0,0,/consulta6347674/index.php,0,http,0,2,1,0,0,1,0,1,1,0,1,3,0,0,0,0.09,0,1,0,0
acct-recover7895345.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0.25,0,0,0,0
checkpoint-erorr-fb005.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.17,0,1,0,0
checkpoint-info-fb9t.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.08,0,1,0,0
support1213112.hol.es,0,0,/log.php,0,http,0,2,0,1,1,1,0,1,1,0,1,3,0,0,0,0.25,0,0,0,0
support1213112.hol.es,0,0,/facebook-security,0,http,0,0,0,1,1,1,0,1,1,0,1,3,0,0,0,0.25,0,0,0,0
recovery-account-fb-chekpoin-8108.esy.es,0,0,/recovery/index.html,1,http,0,2,2,1,1,1,0,1,1,0,1,3,0,0,0,0.16,0,1,0,0
www.digitalworld.tv,0,0,/store/sessions/asd654ds8ds45/0242ce5905/login.php,0,http,0,2,1,2,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
info-support-il.hol.es,0,0,/log1.php,1,http,0,2,0,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
info-support-il.hol.es,0,0,/facebook,1,http,0,0,0,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
wish4job.com,0,0,/page/musapdf.html,0,http,0,0,0,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
c0.16mb.com,0,0,/k/,0,http,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0.11,0,0,0,0
orgcontalex.com.br,0,0,/acesso.criptografado2/cliente.conectado1/pessoa.fisica.recadastrar/cadastrar.referencia/acesso.pendente.comunicacao/index.html,0,http,0,1,1,1,0,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0
last-warning-fb1.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.06,0,1,0,0
www.digital-sms-online.com.br,0,0,/rb001/apk/dll/,1,https,0,2,0,1,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
emaillsantander.com,0,0,/mobile/app/manage.php,0,http,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0
recover-fb01.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.08,0,1,0,0
olenelife.com,0,0,/sessions/paypal/,0,http,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
cover-acct56467.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0.2,0,0,0,0
safecheck-acct5151.esy.es,0,0,/help/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.2,0,0,0,0
suspicous-payments-helping.com,0,0,/webapps/a6d92/websrc,1,https,0,0,2,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
petektemizleme.biz.tr,0,0,/index.php,0,http,0,2,0,1,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
pages-5566.hol.es,0,0,/log1.php,1,http,0,2,0,1,1,1,0,1,1,0,1,3,0,0,0,0.17,0,0,0,0
pages-5566.hol.es,0,0,/facebook-security,1,http,0,0,0,1,1,1,0,1,1,0,1,3,0,0,0,0.17,0,0,0,0
secure-notification-fbpages-inc.com,0,0,/,1,https,0,0,0,1,1,1,0,1,1,0,1,4,0,0,0,0,0,1,0,0
goterbox33.esy.es,0,0,/recovery-chekpoint-login.html,0,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.1,0,0,0,0
httpssecure.belhalfs.beget.tech,0,0,/auth/auth/issues/,0,http,0,2,2,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0
www.floraprive.com,0,0,/zhi/Unibe.html,0,http,0,2,0,2,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
blancogris.com,0,0,/Unibe.php,0,http,0,0,0,2,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0
lacasadelcarpintec.com,0,0,/smp/yahoop.html,0,http,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
www.cr-mufg-jp.win,0,0,/service/visitors/asps/sinkitou,1,http,0,0,2,1,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,1
www.reo15.moe.go.th,0,0,/reo15/components/Signin.php,0,http,0,1,2,1,0,1,0,1,0,0,0,4,0,0,0,0.05,0,0,0,0
onlinedecu.cba.pl,0,0,/yahoo.php,0,http,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
